序号,汉字,拼音,首次学期,年级,册,组词,网络核对,来源
2185,莉,li,四上,4,上,茉莉、茉莉花、茉莉花茶、萨莉,在,本地识字表文件(部编版)
2186,牡,mu,四上,4,上,牡丹、牡蛎、牡鹿,在,本地识字表文件(部编版)
2187,丹,dan,四上,4,上,丹心、丹顶鹤、丹桂,在,本地识字表文件(部编版)
2188,棠,tang,四上,4,上,海棠、棠梨、海棠花,在,本地识字表文件(部编版)
2189,嗅,xiu,四上,4,上,嗅觉、嗅探、嗅探犬、嗅盐,在,本地识字表文件(部编版)
2190,奈,nai,四上,4,上,无奈、奈何、山奈,在,本地识字表文件(部编版)
2191,拯,zheng,四上,4,上,拯救、包拯、拯溺,在,本地识字表文件(部编版)
2192,嘶,si,四上,4,上,嘶哑、嘶鸣、嘶吼,在,本地识字表文件(部编版)
2193,哑,ya,四上,4,上,哑巴、沙哑、哑剧,在,本地识字表文件(部编版)
2194,庞,pang,四上,4,上,庞大、脸庞、庞杂,在,本地识字表文件(部编版)
2195,链,lian,四上,4,上,链子、拉链、手链、铁链,在,本地识字表文件(部编版)
2196,攀,pan,四上,4,上,攀登、攀比、高攀,在,本地识字表文件(部编版)
2197,辫,bian,四上,4,上,辫子、马尾辫、麻花辫、小辫子,在,本地识字表文件(部编版)
2198,呵,he,四上,4,上,呵护、呵欠、呵斥,在,本地识字表文件(部编版)
2199,谓,wei,四上,4,上,所谓、称谓、谓语,在,本地识字表文件(部编版)
2200,拳,quan,四上,4,上,拳头、打拳、出拳,在,本地识字表文件(部编版)
2201,捶,chui,四上,4,上,捶打、捶背、捶胸,在,本地识字表文件(部编版)
2202,顽,wan,四上,4,上,顽皮、顽强、顽固,缺,本地识字表文件(部编版)
2203,襟,jin,四上,4,上,衣襟、胸襟、襟怀,在,本地识字表文件(部编版)
2204,膊,bo,四上,4,上,胳膊、赤膊、肩膊,在,本地识字表文件(部编版)
2205,瓶,ping,四上,4,上,瓶子、花瓶、水瓶,在,本地识字表文件(部编版)
2206,怖,bu,四上,4,上,恐怖、惊怖、恐怖片,在,本地识字表文件(部编版)
2207,凭,ping,四上,4,上,文凭、凭票、任凭,在,本地识字表文件(部编版)
2208,欺,qi,四上,4,上,欺负、欺骗、欺诈,在,本地识字表文件(部编版)
2209,掐,qia,四上,4,上,掐断、掐表、掐算,在,本地识字表文件(部编版)
2210,囊,nang,四上,4,上,气囊、行囊、香囊,在,本地识字表文件(部编版)
2211,羡,xian,四上,4,上,羡慕、艳羡、心羡,在,本地识字表文件(部编版)
2212,殷,yin,四上,4,上,殷勤、殷切、殷实,在,本地识字表文件(部编版)
2213,盔,kui,四上,4,上,头盔、盔甲、钢盔,缺,本地识字表文件(部编版)
2214,撇,pie,四上,4,上,撇嘴、撇开、左撇子,在,本地识字表文件(部编版)
2215,霉,mei,四上,4,上,发霉、倒霉、霉运、霉雨,在,本地识字表文件(部编版)
2216,亏,kui,四上,4,上,多亏、吃亏、亏本,在,本地识字表文件(部编版)
2217,拙,zhuo,四上,4,上,拙见、拙作、拙朴,在,本地识字表文件(部编版)
2218,况,kuang,四上,4,上,情况、路况、实况,在,本地识字表文件(部编版)
2219,败,bai,四上,4,上,打败、成败、开败,在,本地识字表文件(部编版)
2220,恨,hen,四上,4,上,可恨、痛恨、悔恨,在,本地识字表文件(部编版)
2221,帅,shuai,四上,4,上,帅气、帅哥、元帅,在,本地识字表文件(部编版)
2222,彻,che,四上,4,上,彻底、透彻、彻夜,在,本地识字表文件(部编版)
2223,溃,kui,四上,4,上,崩溃、溃败、溃散,在,本地识字表文件(部编版)
2224,誉,yu,四上,4,上,名誉、信誉、声誉,在,本地识字表文件(部编版)
2225,丑,chou,四上,4,上,小丑、出丑、丑化,在,本地识字表文件(部编版)
2226,豪,hao,四上,4,上,自豪、豪华、豪气,在,本地识字表文件(部编版)
2227,韭,jiu,四上,4,上,韭菜、韭黄、韭菜花,在,本地识字表文件(部编版)
2228,芹,qin,四上,4,上,芹菜、西芹、欧芹,在,本地识字表文件(部编版)
2229,蒜,suan,四上,4,上,大蒜、蒜头、蒜苗,在,本地识字表文件(部编版)
2230,椒,jiao,四上,4,上,青椒、花椒、胡椒,在,本地识字表文件(部编版)
2231,藕,ou,四上,4,上,莲藕、藕断丝连、吃藕,在,本地识字表文件(部编版)
2232,薯,shu,四上,4,上,红薯、薯片、薯条、白薯,在,本地识字表文件(部编版)
2233,芋,yu,四上,4,上,芋头、山芋、芋圆、洋芋,在,本地识字表文件(部编版)
2234,塞,sai,四上,4,上,塞子、塞车、塞外,在,本地识字表文件(部编版)
2235,秦,qin,四上,4,上,秦国、秦代、大秦,在,本地识字表文件(部编版)
2236,征,zheng,四上,4,上,长征、出征、征地,在,本地识字表文件(部编版)
2237,杰,jie,四上,4,上,杰出、杰作、人杰,在,本地识字表文件(部编版)
2238,崛,jue,四上,4,上,崛起、崛立、奇崛,在,本地识字表文件(部编版)
2239,范,fan,四上,4,上,模范、规范、师范,在,本地识字表文件(部编版)
2240,魏,wei,四上,4,上,魏国、北魏、魏书,在,本地识字表文件(部编版)
2241,晰,xi,四上,4,上,清晰、明晰、清晰度,在,本地识字表文件(部编版)
2242,效,xiao,四上,4,上,有效、无效、生效,在,本地识字表文件(部编版)
2243,淮,huai,四上,4,上,淮河、淮南、淮北,在,本地识字表文件(部编版)
2244,惑,huo,四上,4,上,迷惑、疑惑、困惑,在,本地识字表文件(部编版)
2245,惩,cheng,四上,4,上,惩罚、惩处、奖惩,在,本地识字表文件(部编版)
2246,训,xun,四上,4,上,教训、军训、家训,缺,本地识字表文件(部编版)
2247,斥,chi,四上,4,上,排斥、斥力、斥责,在,本地识字表文件(部编版)
2248,蓄,xu,四上,4,上,积蓄、储蓄、含蓄,在,本地识字表文件(部编版)
2249,迫,po,四上,4,上,迫切、强迫、压迫,在,本地识字表文件(部编版)
2250,租,zu,四上,4,上,出租、租车、租金,在,本地识字表文件(部编版)
2251,纠,jiu,四上,4,上,纠正、纠错、纠结,在,本地识字表文件(部编版)
2252,缠,chan,四上,4,上,难缠、盘缠、纠缠,在,本地识字表文件(部编版)
2253,邀,yao,四上,4,上,邀请、应邀、邀约,在,本地识字表文件(部编版)
2254,港,gang,四上,4,上,港口、海港、小港、港区,在,本地识字表文件(部编版)
2255,扰,rao,四上,4,上,打扰、干扰、困扰,在,本地识字表文件(部编版)
2256,拒,ju,四上,4,上,拒绝、抗拒、拒收,在,本地识字表文件(部编版)
2257,签,qian,四上,4,上,签名、签字、书签,在,本地识字表文件(部编版)
2258,订,ding,四上,4,上,订正、订单、订金、订位,在,本地识字表文件(部编版)
2259,要,yao,四上,4,上,不要、要有、重要,在,本地识字表文件(部编版)
2260,妄,wang,四上,4,上,妄想、妄动、妄为,在,本地识字表文件(部编版)
2261,延,yan,四上,4,上,延长、延安、延年,在,本地识字表文件(部编版)
2262,昔,xi,四上,4,上,昔日、往昔、今昔,在,本地识字表文件(部编版)
2263,茅,mao,四上,4,上,茅草、前茅、茅屋,在,本地识字表文件(部编版)
2264,炕,kang,四上,4,上,土炕、铺炕、炕床、炕头,在,本地识字表文件(部编版)
2265,媚,mei,四上,4,上,明媚、媚眼、媚笑,在,本地识字表文件(部编版)
2266,戎,rong,四上,4,上,戎装、戎马、兵戎,在,本地识字表文件(部编版)
2267,诸,zhu,四上,4,上,诸事、诸多、诸如,在,本地识字表文件(部编版)
2268,竞,jing,四上,4,上,竞赛、竞争、竞走,在,本地识字表文件(部编版)
2269,唯,wei,四上,4,上,唯一、唯有、唯独,缺,本地识字表文件(部编版)
2270,豹,bao,四上,4,上,豹子、雪豹、花豹,在,本地识字表文件(部编版)
2271,娶,qu,四上,4,上,迎娶、嫁娶、娶亲,在,本地识字表文件(部编版)
2272,媳,xi,四上,4,上,媳妇、儿媳、婆媳,在,本地识字表文件(部编版)
2273,巫,wu,四上,4,上,巫山、女巫、巫师,在,本地识字表文件(部编版)
2274,绅,shen,四上,4,上,绅士、乡绅、劣绅,在,本地识字表文件(部编版)
2275,旱,han,四上,4,上,干旱、抗旱、旱灾,在,本地识字表文件(部编版)
2276,徒,tu,四上,4,上,学徒、徒手、徒弟,在,本地识字表文件(部编版)
2277,吊,diao,四上,4,上,吊车、吊水、上吊,在,本地识字表文件(部编版)
2278,磕,ke,四上,4,上,磕头、磕碰、磕磕绊绊,在,本地识字表文件(部编版)
2279,凿,zao,四上,4,上,凿子、开凿、凿井,在,本地识字表文件(部编版)
2280,溉,gai,四上,4,上,灌溉、灌溉渠、地面灌溉、溉田,在,本地识字表文件(部编版)
2281,拜,bai,四上,4,上,拜年、拜见、拜会,在,本地识字表文件(部编版)
2282,侯,hou,四上,4,上,诸侯、王侯、侯爵,在,本地识字表文件(部编版)
2283,肤,fu,四上,4,上,皮肤、肤色、护肤,在,本地识字表文件(部编版)
2284,剂,ji,四上,4,上,药剂、剂量、制剂,在,本地识字表文件(部编版)
2285,髓,sui,四上,4,上,骨髓、精髓、脑髓,在,本地识字表文件(部编版)
2286,标,biao,四上,4,上,目标、标准、路标,在,本地识字表文件(部编版)
2287,纲,gang,四上,4,上,提纲、纲领、大纲,在,本地识字表文件(部编版)
2288,授,shou,四上,4,上,教授、传授、授课,在,本地识字表文件(部编版)
2289,揍,zou,四上,4,上,揍人、挨揍、欠揍、胖揍,在,本地识字表文件(部编版)
2290,键,jian,四上,4,上,关键、键盘、琴键,在,本地识字表文件(部编版)
2291,谱,pu,四上,4,上,乐谱、家谱、谱子、靠谱,在,本地识字表文件(部编版)
2292,锈,xiu,四上,4,上,生锈、铁锈、不锈钢、防锈,在,本地识字表文件(部编版)
2293,沫,mo,四上,4,上,泡沫、唾沫、飞沫,缺,本地识字表文件(部编版)
2294,砖,zhuan,四上,4,上,砖头、地砖、砖石,在,本地识字表文件(部编版)
2295,矿,kuang,四上,4,上,矿山、金矿、矿区、矿泉水,在,本地识字表文件(部编版)
2296,综,zong,四上,4,上,综合、综艺、错综,在,本地识字表文件(部编版)
2297,氧,yang,四上,4,上,氧气、缺氧、吸氧、氧化,在,本地识字表文件(部编版)
2298,俱,ju,四上,4,上,俱全、俱乐部、俱佳,在,本地识字表文件(部编版)
2299,杂,za,四下,4,下,杂物、杂事、杂色,在,本地识字表文件(部编版)
2300,篱,li,四下,4,下,篱笆、藩篱、树篱,在,本地识字表文件(部编版)
2301,徐,xu,四下,4,下,徐州、徐步、徐行,在,本地识字表文件(部编版)
2302,疏,shu,四下,4,下,生疏、疏通、疏落,在,本地识字表文件(部编版)
2303,锄,chu,四下,4,下,锄头、锄地、锄草,在,本地识字表文件(部编版)
2304,剥,bo,四下,4,下,剥皮、剥落、剥掉,在,本地识字表文件(部编版)
2305,构,gou,四下,4,下,构成、结构、构图,在,本地识字表文件(部编版)
2306,冠,guan,四下,4,下,冠军、花冠、头冠,在,本地识字表文件(部编版)
2307,朴,pu,四下,4,下,朴实、朴素、简朴,在,本地识字表文件(部编版)
2308,素,su,四下,4,下,素有、素面、素日,在,本地识字表文件(部编版)
2309,率,lv,四下,4,下,草率、表率、直率,在,本地识字表文件(部编版)
2310,倘,tang,四下,4,下,倘若、倘或、倘佯,在,本地识字表文件(部编版)
2311,附,fu,四下,4,下,附加、附上、附小,在,本地识字表文件(部编版)
2312,捣,dao,四下,4,下,捣蛋、捣乱、捣鼓,在,本地识字表文件(部编版)
2313,绘,hui,四下,4,下,绘画、绘本、彩绘,在,本地识字表文件(部编版)
2314,谐,xie,四下,4,下,和谐、谐音、谐和,在,本地识字表文件(部编版)
2315,慰,wei,四下,4,下,安慰、慰问、宽慰,在,本地识字表文件(部编版)
2316,藉,ji,四下,4,下,狼藉、慰藉、枕藉,在,本地识字表文件(部编版)
2317,绮,qi,四下,4,下,绮丽、绮罗、绮思,在,本地识字表文件(部编版)
2318,谈,tan,四下,4,下,谈心、交谈、谈天,在,本地识字表文件(部编版)
2319,琥,hu,四下,4,下,琥珀、琥珀色、琥珀石、琥珀糖,在,本地识字表文件(部编版)
2320,珀,po,四下,4,下,琥珀、珀斯、哈珀,在,本地识字表文件(部编版)
2321,嗡,weng,四下,4,下,嗡嗡、嗡嗡声、嗡嗡叫、嗡嗡作响,在,本地识字表文件(部编版)
2322,脂,zhi,四下,4,下,油脂、脂肪、脂粉,在,本地识字表文件(部编版)
2323,拭,shi,四下,4,下,擦拭、拂拭、拭目,在,本地识字表文件(部编版)
2324,渗,shen,四下,4,下,渗水、渗透、渗入、渗出,在,本地识字表文件(部编版)
2325,俯,fu,四下,4,下,俯身、俯视、俯首,在,本地识字表文件(部编版)
2326,番,fan,四下,4,下,轮番、番茄、番剧,在,本地识字表文件(部编版)
2327,埋,mai,四下,4,下,埋头、埋没、埋单,在,本地识字表文件(部编版)
2328,澎,peng,四下,4,下,澎湃、澎湖、心潮澎湃,在,本地识字表文件(部编版)
2329,湃,pai,四下,4,下,澎湃、心潮澎湃、湃然,在,本地识字表文件(部编版)
2330,钝,dun,四下,4,下,迟钝、钝角、鲁钝,在,本地识字表文件(部编版)
2331,描,miao,四下,4,下,描红、描写、素描,在,本地识字表文件(部编版)
2332,隧,sui,四下,4,下,隧道、隧洞、隧路,在,本地识字表文件(部编版)
2333,衍,yan,四下,4,下,繁衍、衍生、衍变,在,本地识字表文件(部编版)
2334,吨,dun,四下,4,下,吨位、吨数、公吨、吨粮,在,本地识字表文件(部编版)
2335,颅,lu,四下,4,下,头颅、颅骨、颅顶,在,本地识字表文件(部编版)
2336,膨,peng,四下,4,下,膨胀、膨化、膨大、膨松剂,在,本地识字表文件(部编版)
2337,捷,jie,四下,4,下,快捷、便捷、捷报,在,本地识字表文件(部编版)
2338,辟,pi,四下,4,下,开辟、精辟、辟邪,在,本地识字表文件(部编版)
2339,崭,zhan,四下,4,下,崭新、崭齐、崭亮,在,本地识字表文件(部编版)
2340,乒,ping,四下,4,下,乒乓、乒乓球、乒乓球拍、乒坛,在,本地识字表文件(部编版)
2341,乓,pang,四下,4,下,乒乓球、乒乓球台、乒乓球拍、乒乓,在,本地识字表文件(部编版)
2342,拥,yong,四下,4,下,拥有、拥抱、拥挤,在,本地识字表文件(部编版)
2343,菌,jun,四下,4,下,细菌、病菌、真菌,在,本地识字表文件(部编版)
2344,臭,chou,四下,4,下,臭气、口臭、臭美,在,本地识字表文件(部编版)
2345,蔬,shu,四下,4,下,蔬菜、蔬果、菜蔬,在,本地识字表文件(部编版)
2346,碳,tan,四下,4,下,低碳、碳酸、碳粉、碳水,在,本地识字表文件(部编版)
2347,癌,ai,四下,4,下,癌症、抗癌、致癌、癌变,在,本地识字表文件(部编版)
2348,症,zheng,四下,4,下,症状、症结、对症,在,本地识字表文件(部编版)
2349,疾,ji,四下,4,下,疾病、疾风、疾步,在,本地识字表文件(部编版)
2350,灶,zao,四下,4,下,灶台、灶火、小灶,在,本地识字表文件(部编版)
2351,鹏,peng,四下,4,下,大鹏、鹏鸟、鲲鹏,缺,本地识字表文件(部编版)
2352,揽,lan,四下,4,下,招揽、包揽、揽胜,在,本地识字表文件(部编版)
2353,驱,qu,四下,4,下,驱虫、驱散、驱车,在,本地识字表文件(部编版)
2354,践,jian,四下,4,下,实践、践行、践约,在,本地识字表文件(部编版)
2355,党,dang,四下,4,下,党员、党委、党校,在,本地识字表文件(部编版)
2356,施,shi,四下,4,下,施工、施行、施加,在,本地识字表文件(部编版)
2357,懈,xie,四下,4,下,松懈、懈怠、不懈,在,本地识字表文件(部编版)
2358,宛,wan,四下,4,下,宛如、宛然、宛转,缺,本地识字表文件(部编版)
2359,碑,bei,四下,4,下,石碑、碑文、口碑,在,本地识字表文件(部编版)
2360,宾,bin,四下,4,下,外宾、国宾、主宾,缺,本地识字表文件(部编版)
2361,吉,ji,四下,4,下,大吉、吉利、吉祥,缺,本地识字表文件(部编版)
2362,咸,xian,四下,4,下,咸菜、咸鱼、咸水,缺,本地识字表文件(部编版)
2363,兆,zhao,四下,4,下,征兆、吉兆、先兆,缺,本地识字表文件(部编版)
2364,廷,ting,四下,4,下,朝廷、宫廷、教廷,缺,本地识字表文件(部编版)
2365,予,yu,四下,4,下,给予、授予、赠予,缺,本地识字表文件(部编版)
2366,肿,zhong,四下,4,下,红肿、肿大、消肿,缺,本地识字表文件(部编版)
2367,阶,jie,四下,4,下,台阶、石阶、音阶,缺,本地识字表文件(部编版)
2368,趾,zhi,四下,4,下,脚趾、趾甲、趾尖,缺,本地识字表文件(部编版)
2369,逻,luo,四下,4,下,巡逻、逻辑、巡逻队,缺,本地识字表文件(部编版)
2370,政,zheng,四下,4,下,家政、市政、行政,缺,本地识字表文件(部编版)
2371,浏,liu,四下,4,下,浏览、浏览器、浏阳、浏亮,缺,本地识字表文件(部编版)
2372,漫,man,四下,4,下,漫步、漫游、漫长,在,本地识字表文件(部编版)
2373,涛,tao,四下,4,下,波涛、惊涛、浪涛,在,本地识字表文件(部编版)
2374,挤,ji,四下,4,下,挤进、挤满、挤眼,在,本地识字表文件(部编版)
2375,叉,cha,四下,4,下,叉子、交叉、分叉,在,本地识字表文件(部编版)
2376,绣,xiu,四下,4,下,绣花、刺绣、锦绣,在,本地识字表文件(部编版)
2377,潇,xiao,四下,4,下,潇洒、潇潇、潇湘,在,本地识字表文件(部编版)
2378,绽,zhan,四下,4,下,绽开、绽放、破绽,在,本地识字表文件(部编版)
2379,朦,meng,四下,4,下,朦胧、朦胧诗、朦胧月色、朦骨,在,本地识字表文件(部编版)
2380,胧,long,四下,4,下,朦胧、朦胧诗、月色朦胧、朦朦胧胧,在,本地识字表文件(部编版)
2381,晖,hui,四下,4,下,春晖、余晖、晖映,在,本地识字表文件(部编版)
2382,徜,chang,四下,4,下,徜徜、徜徉、徜恍,在,本地识字表文件(部编版)
2383,徉,yang,四下,4,下,彷徉、徜徉、徉徜,在,本地识字表文件(部编版)
2384,炫,xuan,四下,4,下,炫耀、炫目、炫酷,在,本地识字表文件(部编版)
2385,垢,gou,四下,4,下,水垢、污垢、茶垢,在,本地识字表文件(部编版)
2386,怯,qie,四下,4,下,胆怯、怯场、羞怯,在,本地识字表文件(部编版)
2387,曝,pu,四下,4,下,曝光、曝晒、曝露,在,本地识字表文件(部编版)
2388,赤,chi,四下,4,下,赤脚、赤道、赤字,在,本地识字表文件(部编版)
2389,携,xie,四下,4,下,携手、携带、便携,缺,本地识字表文件(部编版)
2390,涉,she,四下,4,下,涉过、涉足、交涉,在,本地识字表文件(部编版)
2391,晕,yun,四下,4,下,头晕、晕车、红晕,在,本地识字表文件(部编版)
2392,屈,qu,四下,4,下,不屈、屈服、委屈,在,本地识字表文件(部编版)
2393,渊,yuan,四下,4,下,渊博、深渊、渊源,在,本地识字表文件(部编版)
2394,孟,meng,四下,4,下,孟子、孟夏、孔孟,在,本地识字表文件(部编版)
2395,甫,fu,四下,4,下,杜甫、皇甫、台甫,在,本地识字表文件(部编版)
2396,韩,han,四下,4,下,韩国、韩语、韩文,在,本地识字表文件(部编版)
2397,愈,yu,四下,4,下,治愈、愈合、愈发,在,本地识字表文件(部编版)
2398,禹,yu,四下,4,下,大禹、夏禹、禹州,在,本地识字表文件(部编版)
2399,锡,xi,四下,4,下,无锡、锡纸、锡石,在,本地识字表文件(部编版)
2400,仲,zhong,四下,4,下,仲夏、仲秋、管仲,在,本地识字表文件(部编版)
2401,龚,gong,四下,4,下,龚自珍、龚古尔、龚扇,在,本地识字表文件(部编版)
2402,忧,you,四下,4,下,忧心、分忧、忧患,在,本地识字表文件(部编版)
2403,虑,lv,四下,4,下,考虑、多虑、顾虑,在,本地识字表文件(部编版)
2404,职,zhi,四下,4,下,职工、职场、本职,在,本地识字表文件(部编版)
2405,蹭,ceng,四下,4,下,磨蹭、蹭饭、蹭网、蹭车,在,本地识字表文件(部编版)
2406,稿,gao,四下,4,下,稿子、草稿、文稿、起稿,在,本地识字表文件(部编版)
2407,腔,qiang,四下,4,下,口腔、腔调、开腔,在,本地识字表文件(部编版)
2408,殃,yang,四下,4,下,遭殃、殃及、灾殃,在,本地识字表文件(部编版)
2409,疙,ge,四下,4,下,疙瘩、面疙瘩、鸡皮疙瘩,在,本地识字表文件(部编版)
2410,瘩,da,四下,4,下,疙瘩、面疙瘩、鸡皮疙瘩,在,本地识字表文件(部编版)
2411,侮,wu,四下,4,下,欺侮、侮辱、侮蔑,在,本地识字表文件(部编版)
2412,毒,du,四下,4,下,中毒、有毒、无毒,缺,本地识字表文件(部编版)
2413,聋,long,四下,4,下,聋子、耳聋、聋哑,在,本地识字表文件(部编版)
2414,啄,zhuo,四下,4,下,啄食、啄木鸟、啄米,在,本地识字表文件(部编版)
2415,伏,fu,四下,4,下,伏天、埋伏、起伏,在,本地识字表文件(部编版)
2416,哼,heng,四下,4,下,哼唱、哼唧、哼哼唧唧,在,本地识字表文件(部编版)
2417,啼,ti,四下,4,下,啼哭、啼声、哭哭啼啼,在,本地识字表文件(部编版)
2418,凄,qi,四下,4,下,凄凉、凄美、凄然,在,本地识字表文件(部编版)
2419,嚣,xiao,四下,4,下,喧嚣、嚣张、尘嚣,在,本地识字表文件(部编版)
2420,吭,keng,四下,4,下,吭声、吭气、一声不吭,缺,本地识字表文件(部编版)
2421,吠,fei,四下,4,下,狗吠、狂吠、吠叫,在,本地识字表文件(部编版)
2422,促,cu,四下,4,下,促进、急促、促成,在,本地识字表文件(部编版)
2423,颇,po,四下,4,下,颇为、颇多、颇具,在,本地识字表文件(部编版)
2424,奢,she,四下,4,下,奢华、奢望、奢求,在,本地识字表文件(部编版)
2425,侈,chi,四下,4,下,奢侈、奢侈品、侈靡,在,本地识字表文件(部编版)
2426,苟,gou,四下,4,下,一丝不苟、苟且、不苟,在,本地识字表文件(部编版)
2427,侍,shi,四下,4,下,服侍、侍候、侍卫,在,本地识字表文件(部编版)
2428,窥,kui,四下,4,下,窥视、窥探、窥见,在,本地识字表文件(部编版)
2429,伺,ci,四下,4,下,伺候、伺机、窥伺,在,本地识字表文件(部编版)
2430,肝,gan,四下,4,下,心肝、肝脏、肝火,在,本地识字表文件(部编版)
2431,秆,gan,四下,4,下,秸秆、禾秆、草秆、麦秆,在,本地识字表文件(部编版)
2432,俏,qiao,四下,4,下,俏皮、俊俏、走俏,在,本地识字表文件(部编版)
2433,峭,qiao,四下,4,下,陡峭、峭壁、悬崖峭壁,在,本地识字表文件(部编版)
2434,哺,bu,四下,4,下,哺乳、哺育、反哺,在,本地识字表文件(部编版)
2435,浦,pu,四下,4,下,浦东、黄浦、浦江,在,本地识字表文件(部编版)
2436,沦,lun,四下,4,下,沦为、沦落、沦陷,缺,本地识字表文件(部编版)
2437,抡,lun,四下,4,下,抡起、抡锤、抡元、胡抡,缺,本地识字表文件(部编版)
2438,涣,huan,四下,4,下,涣散、涣然、涣然冰释,缺,本地识字表文件(部编版)
2439,焕,huan,四下,4,下,焕发、焕然一新、容光焕发,缺,本地识字表文件(部编版)
2440,俊,jun,四下,4,下,英俊、俊俏、俊秀,缺,本地识字表文件(部编版)
2441,峻,jun,四下,4,下,险峻、严峻、崇山峻岭,缺,本地识字表文件(部编版)
2442,扩,kuo,四下,4,下,扩大、扩散、扩建、扩张,在,本地识字表文件(部编版)
2443,刹,sha,四下,4,下,刹车、刹住、刹那、古刹,在,本地识字表文件(部编版)
2444,镶,xiang,四下,4,下,镶嵌、镶牙、镶边,在,本地识字表文件(部编版)
2445,浙,zhe,四下,4,下,浙江、浙江省、江浙、浙江大学,在,本地识字表文件(部编版)
2446,簇,cu,四下,4,下,簇拥、花团锦簇、簇新,在,本地识字表文件(部编版)
2447,臀,tun,四下,4,下,臀部、臀尖、臀围,在,本地识字表文件(部编版)
2448,漆,qi,四下,4,下,油漆、漆黑、漆器,在,本地识字表文件(部编版)
2449,蜿,wan,四下,4,下,蜿蜒、蜿蜒曲折、蜿蜒起伏、蜿蜿,在,本地识字表文件(部编版)
2450,蜒,yan,四下,4,下,蜿蜒、蜒蚰、蚰蜒、蜿蜒曲折,在,本地识字表文件(部编版)
2451,恭,gong,四下,4,下,恭喜、恭维、恭敬,在,本地识字表文件(部编版)
2452,勤,qin,四下,4,下,勤奋、勤劳、出勤,在,本地识字表文件(部编版)
2453,焉,yan,四下,4,下,心不在焉、语焉不详、焉知,在,本地识字表文件(部编版)
2454,卒,zu,四下,4,下,小卒、士卒、兵卒,在,本地识字表文件(部编版)
2455,晋,jin,四下,4,下,东晋、西晋、晋升,在,本地识字表文件(部编版)
2456,絮,xu,四下,4,下,柳絮、花絮、絮叨,缺,本地识字表文件(部编版)
2457,扭,niu,四下,4,下,扭头、扭转、扭伤,在,本地识字表文件(部编版)
2458,姥,lao,四下,4,下,姥姥、姥爷、姥娘、姑姥姥,在,本地识字表文件(部编版)
2459,吧,ba,四下,4,下,好吧、走吧、吃吧、网吧,在,本地识字表文件(部编版)
2460,呜,wu,四下,4,下,呜呜、呜咽、呜呼,在,本地识字表文件(部编版)
2461,糠,kang,四下,4,下,米糠、谷糠、糟糠,缺,本地识字表文件(部编版)
2462,栓,shuan,四下,4,下,门栓、血栓、螺栓、枪栓,在,本地识字表文件(部编版)
2463,捆,kun,四下,4,下,捆扎、捆绑、捆缚、捆住,在,本地识字表文件(部编版)
2464,绑,bang,四下,4,下,绑住、松绑、绑定,在,本地识字表文件(部编版)
2465,劫,jie,四下,4,下,打劫、劫难、劫数,在,本地识字表文件(部编版)
2466,毙,bi,四下,4,下,枪毙、击毙、毙命,缺,本地识字表文件(部编版)
2467,扒,ba,四下,4,下,扒开、扒手、扒拉,在,本地识字表文件(部编版)
2468,尸,shi,四下,4,下,尸体、尸骨、尸身,在,本地识字表文件(部编版)
2469,徽,hui,四下,4,下,国徽、安徽、徽标、徽章,在,本地识字表文件(部编版)
2470,谜,mi,四下,4,下,谜语、猜谜、谜底、灯谜,在,本地识字表文件(部编版)
2471,唇,chun,四下,4,下,嘴唇、唇角、唇印,在,本地识字表文件(部编版)
2472,尚,shang,四下,4,下,时尚、高尚、和尚,在,本地识字表文件(部编版)
2473,拌,ban,四下,4,下,拌嘴、凉拌、搅拌,缺,本地识字表文件(部编版)
2474,倔,jue,四下,4,下,倔强、倔脾气、倔头倔脑,在,本地识字表文件(部编版)
2475,嘱,zhu,四下,4,下,嘱咐、叮嘱、嘱托,在,本地识字表文件(部编版)
2476,咐,fu,四下,4,下,吩咐、嘱咐、叮咛嘱咐、咐嘱,在,本地识字表文件(部编版)
2477,忍,ren,四下,4,下,忍受、容忍、忍不住,在,本地识字表文件(部编版)
2478,沮,ju,四下,4,下,沮丧、灰心沮丧、神色沮丧,在,本地识字表文件(部编版)
2479,仪,yi,四下,4,下,仪式、仪表、仪器,在,本地识字表文件(部编版)
2480,蹬,deng,四下,4,下,蹬腿、脚蹬、蹬脚,缺,本地识字表文件(部编版)
2481,妨,fang,四下,4,下,妨碍、不妨、无妨,在,本地识字表文件(部编版)
2482,搓,cuo,四下,4,下,搓洗、搓板、揉搓,在,本地识字表文件(部编版)
2483,葵,kui,四下,4,下,葵花、秋葵、葵扇,在,本地识字表文件(部编版)
2484,祈,qi,四下,4,下,祈祷、祈福、祈愿、祈求,在,本地识字表文件(部编版)
2485,遗,yi,四下,4,下,遗物、遗言、遗书,在,本地识字表文件(部编版)
2486,憾,han,四下,4,下,遗憾、憾事、缺憾,在,本地识字表文件(部编版)
2487,污,wu,四下,4,下,污水、污泥、污点,在,本地识字表文件(部编版)
2488,屑,xie,四下,4,下,木屑、不屑、头皮屑,在,本地识字表文件(部编版)
2489,芙,fu,四下,4,下,芙蓉、泡芙、芙蓉花,在,本地识字表文件(部编版)
2490,蓉,rong,四下,4,下,芙蓉、莲蓉、椰蓉,在,本地识字表文件(部编版)
2491,洛,luo,四下,4,下,洛阳、洛河、洛南,在,本地识字表文件(部编版)
